Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","10.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","10.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","11.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","12","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","12.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","13.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","13.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2014","2014","%","14.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2015","2015","%","14.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2016","2016","%","15.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2002","2002","million No","1.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2003","2003","million No","1.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2004","2004","million No","1.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2005","2005","million No","1.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2006","2006","million No","1.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2007","2007","million No","1.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2008","2008","million No","1.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2009","2009","million No","2.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2010","2010","million No","2.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2011","2011","million No","2.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2012","2012","million No","2.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2013","2013","million No","2.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2014","2014","million No","2.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2015","2015","million No","3.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210420","Number of obese adults (18 years and older) (million)","2016","2016","million No","3.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2002","2002","%","34.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2003","2003","%","33.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2004","2004","%","32.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2005","2005","%","32.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2006","2006","%","32","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2007","2007","%","31.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2008","2008","%","31.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2009","2009","%","30.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2010","2010","%","30.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2011","2011","%","30.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2012","2012","%","30.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2013","2013","%","30.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2014","2014","%","30.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2015","2015","%","30.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2016","2016","%","30.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2017","2017","%","31.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2018","2018","%","31.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21043","Prevalence of anemia among women of reproductive age (15-49 years) (percent)","2019","2019","%","32","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2002","2002","million No","2.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2003","2003","million No","2.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2004","2004","million No","2.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2005","2005","million No","2.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2006","2006","million No","2.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2007","2007","million No","2.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2008","2008","million No","2.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2009","2009","million No","2.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2010","2010","million No","2.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2011","2011","million No","2.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2012","2012","million No","2.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2013","2013","million No","2.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2014","2014","million No","2.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2015","2015","million No","2.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2016","2016","million No","2.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2017","2017","million No","2.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2018","2018","million No","2.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6132","Value","210430","Number of women of reproductive age (15-49 years) affected by anemia (million)","2019","2019","million No","2.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21044","Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent)","2016","2016","%","40.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2002","2002","%","12.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2003","2003","%","12.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2004","2004","%","12.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2005","2005","%","12.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2006","2006","%","12.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2007","2007","%","12.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2008","2008","%","12.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2009","2009","%","12.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2010","2010","%","12.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2011","2011","%","12.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2012","2012","%","13","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2013","2013","%","13.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2014","2014","%","13.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2015","2015","%","13.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2016","2016","%","13.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2017","2017","%","13.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","13.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2019","2019","%","13.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6121","Value","21049","Prevalence of low birthweight (percent)","2020","2020","%","13.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2002","2002","kcal/cap/d","1778","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2003","2003","kcal/cap/d","1783","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2004","2004","kcal/cap/d","1788","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2005","2005","kcal/cap/d","1794","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2006","2006","kcal/cap/d","1799","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2007","2007","kcal/cap/d","1804","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2008","2008","kcal/cap/d","1810","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2009","2009","kcal/cap/d","1816","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2010","2010","kcal/cap/d","1821","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2011","2011","kcal/cap/d","1825","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2012","2012","kcal/cap/d","1828","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2013","2013","kcal/cap/d","1831","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2014","2014","kcal/cap/d","1834","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2015","2015","kcal/cap/d","1835","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2016","2016","kcal/cap/d","1837","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2017","2017","kcal/cap/d","1839","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2018","2018","kcal/cap/d","1840","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2019","2019","kcal/cap/d","1842","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2020","2020","kcal/cap/d","1844","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2021","2021","kcal/cap/d","1845","E","Estimated value",""
"FS","Suite of Food Security Indicators","458","Malaysia","6128","Value","21056","Minimum dietary energy requirement  (kcal/cap/day)","2022","2022","kcal/cap/d","1846","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2002","2002","Int$/cap","1198.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2003","2003","Int$/cap","1340.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2004","2004","Int$/cap","1511.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2005","2005","Int$/cap","1702.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2006","2006","Int$/cap","1914.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2007","2007","Int$/cap","2137.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2008","2008","Int$/cap","2360.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2009","2009","Int$/cap","2591","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2010","2010","Int$/cap","2830.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2011","2011","Int$/cap","3018.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2012","2012","Int$/cap","3187.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2013","2013","Int$/cap","3409.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2014","2014","Int$/cap","3658.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2015","2015","Int$/cap","3748.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2016","2016","Int$/cap","4109.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2017","2017","Int$/cap","4312.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2018","2018","Int$/cap","4556.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2019","2019","Int$/cap","4829.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2020","2020","Int$/cap","4947.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6126","Value","22013","Gross domestic product per capita, PPP, (constant 2017 international $)","2021","2021","Int$/cap","4032.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20012003","2001-2003","%","35.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20022004","2002-2004","%","33.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20032005","2003-2005","%","31.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20042006","2004-2006","%","29","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20052007","2005-2007","%","25.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20062008","2006-2008","%","21.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20072009","2007-2009","%","18.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20082010","2008-2010","%","13.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20092011","2009-2011","%","10.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20102012","2010-2012","%","7.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20112013","2011-2013","%","6.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20122014","2012-2014","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20132015","2013-2015","%","5","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20142016","2014-2016","%","4.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20152017","2015-2017","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20162018","2016-2018","%","3.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20172019","2017-2019","%","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20182020","2018-2020","%","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20192021","2019-2021","%","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210041","Prevalence of undernourishment (percent) (3-year average)","20202022","2020-2022","%","3.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20012003","2001-2003","million No","16.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20022004","2002-2004","million No","15.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20032005","2003-2005","million No","14.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20042006","2004-2006","million No","13.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20052007","2005-2007","million No","12.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20062008","2006-2008","million No","10.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20072009","2007-2009","million No","8.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20082010","2008-2010","million No","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20092011","2009-2011","million No","5","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20102012","2010-2012","million No","3.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20112013","2011-2013","million No","3.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20122014","2012-2014","million No","3","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20132015","2013-2015","million No","2.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20142016","2014-2016","million No","2.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20152017","2015-2017","million No","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20162018","2016-2018","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20172019","2017-2019","million No","1.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20182020","2018-2020","million No","1.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20192021","2019-2021","million No","1.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6132","Value","210011","Number of people undernourished (million) (3-year average)","20202022","2020-2022","million No","2.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","104","Myanmar","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","104","Myanmar","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","104","Myanmar","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","","O","Missing value",""
